Decision;Seniority;Home;Time;Age;Marital;Job;Expenses;Income;Assets;Debt;Amount;Price
0;1;rent;60;34;married;fulltime;56;112;4000;1500;1400;1508
1;12;rent;36;55;married;fulltime;57;115;0;0;800;1250
0;0;owner;60;64;widow;others;35;100;8000;0;1980;2038
1;3;other;48;32;single;fulltime;35;71;0;0;1000;1200
1;14;rent;36;47;married;fulltime;73;125;6500;0;600;825
0;0;parents;60;25;single;partime;35;35;0;0;1150;1351
1;9;owner;60;25;married;fulltime;60;200;13500;5000;1900;2115
0;0;rent;48;35;married;partime;106;160;0;0;930;930
0;0;rent;48;24;married;partime;35;49;0;0;600;1452
0;1;parents;60;43;married;fulltime;90;179;0;0;1600;1896
0;2;parents;36;21;single;freelance;35;221;0;0;500;650
1;4;owner;48;22;married;fulltime;35;214;10000;3000;1250;1566
1;20;owner;60;56;married;fulltime;35;145;5000;0;1600;1763
1;2;other;48;25;single;fulltime;35;142;0;0;1000;1440
1;8;owner;60;56;married;freelance;45;200;30000;0;1400;1500
1;13;owner;60;36;married;fulltime;45;72;3500;45;1400;1625
1;5;owner;24;59;married;fulltime;35;105;18000;0;1800;1965
1;13;owner;60;58;married;fulltime;75;211;7500;2000;800;1214
0;0;owner;60;40;married;partime;90;90;8000;0;1000;1189
1;25;owner;12;49;married;freelance;60;100;5500;0;1000;1998
0;5;rent;54;27;married;fulltime;47;118;0;0;1500;1600
0;2;owner;60;44;married;fulltime;60;88;2000;0;1450;1452
1;5;owner;24;26;married;fulltime;45;147;10000;300;450;1522
0;5;rent;48;49;widow;freelance;45;103;0;0;1000;2193
1;18;owner;60;45;single;fulltime;35;197;2000;0;1500;1578
0;1;rent;60;24;married;partime;35;127;3500;2000;1700;1825
0;0;rent;60;25;married;fulltime;69;235;0;0;1400;1650
1;12;owner;60;56;married;freelance;35;126;17000;0;3000;3745
1;5;owner;36;43;married;freelance;45;200;4000;0;1800;2300
1;2;other;24;30;married;fulltime;45;233;0;0;900;1189
1;1;owner;60;47;married;fulltime;75;78;4000;0;1500;1711
1;2;owner;48;30;single;fulltime;35;106;4000;0;660;1060
1;14;owner;60;28;married;fulltime;45;178;4000;700;600;700
0;8;owner;60;64;married;freelance;60;111;148;1;1895;2596
0;2;owner;60;29;married;partime;35;71;6000;0;700;2700
0;0;parents;60;26;separated;others;35;101;0;0;950;1735
1;1;parents;48;24;single;fulltime;35;53;0;0;1200;1215
1;18;owner;36;43;married;fulltime;90;116;4000;0;400;985
1;30;owner;12;52;single;fulltime;35;237;5000;500;800;1800
1;3;rent;48;34;married;fulltime;77;165;5000;0;1287;1693
1;3;parents;24;25;single;fulltime;35;128;0;0;300;1397
1;25;owner;18;40;married;freelance;75;154;5000;1600;375;375
1;1;owner;60;61;single;others;35;216;8000;0;1200;1236
1;16;owner;60;51;married;fulltime;60;155;4000;0;900;925
1;10;owner;60;37;single;others;35;37;78000;0;1250;1418
1;0;parents;24;41;married;fulltime;60;105;3500;0;450;600
0;0;parents;60;27;married;partime;45;82;0;0;1400;1520
1;8;owner;36;52;married;fulltime;60;695;18000;0;750;2095
1;13;owner;60;31;married;fulltime;45;180;7500;1400;1200;1491
1;6;owner;60;28;married;freelance;60;125;0;0;800;1700
0;13;rent;36;44;married;freelance;84;85;0;0;1150;1325
1;13;owner;24;41;married;fulltime;60;167;6000;1122;400;850
0;0;parents;60;18;single;partime;35;45;0;0;900;1001
1;3;owner;60;43;married;freelance;45;174;9000;1692;1900;2374
0;2;owner;60;25;single;partime;35;95;4500;3000;1080;1296
1;20;owner;6;48;married;freelance;35;334;14000;0;500;1351
1;25;owner;60;50;married;freelance;75;314;10000;0;1350;1417
1;1;rent;60;21;single;fulltime;46;110;0;0;1450;1517
1;19;owner;60;35;married;fulltime;45;163;8000;340;1100;1269
1;3;owner;30;37;married;fulltime;75;80;4000;0;650;1270
1;16;owner;60;30;married;fulltime;35;110;5000;200;1000;1000
1;0;owner;60;25;married;partime;35;90;1500;500;900;990
1;1;owner;60;55;married;others;35;83;13000;0;900;925
1;11;owner;60;27;married;fulltime;45;190;3000;0;1200;1537
0;6;parents;60;26;single;fulltime;35;92;0;0;600;1300
0;2;owner;48;50;married;partime;35;80;4000;0;800;1330
1;16;parents;36;45;single;fulltime;35;76;0;0;500;1210
1;4;rent;60;26;married;fulltime;54;187;0;0;1500;1520
0;2;rent;60;53;married;partime;75;170;3000;180;1900;2180
1;31;owner;24;58;married;fulltime;35;160;3000;0;700;700
1;0;owner;18;44;married;freelance;60;109;1;0;350;550
0;2;rent;60;28;married;fulltime;35;165;3000;0;500;1650
0;16;rent;24;40;married;freelance;65;50;10000;5000;1400;1636
0;25;rent;36;50;married;freelance;64;36;0;0;625;650
1;1;parents;36;21;single;partime;35;92;2000;0;700;1162
0;7;other;60;35;married;fulltime;45;120;0;0;1400;1715
1;7;other;48;34;married;freelance;45;37;0;0;800;941
1;40;other;60;61;married;fulltime;60;242;0;0;1000;1100
1;4;owner;60;55;widow;others;35;232;1;0;1200;1318
1;10;owner;48;36;married;freelance;75;214;10000;0;1143;1143
0;16;rent;48;37;married;fulltime;68;234;0;0;1000;1606
1;2;owner;36;34;married;fulltime;60;125;59000;900;1500;3000
1;14;other;48;36;married;fulltime;35;251;0;0;1000;1550
1;3;owner;18;40;married;fulltime;45;140;4000;0;400;1772
1;13;owner;24;47;married;fulltime;75;300;12000;0;1000;1340
1;18;owner;24;61;married;freelance;45;119;8000;0;1100;1340
1;19;owner;48;37;married;fulltime;60;158;7000;3000;1000;1156
1;15;owner;60;50;married;fulltime;35;91;3000;0;1150;1200
1;1;parents;60;22;married;partime;35;195;120000;0;1550;1550
1;2;owner;60;29;married;fulltime;35;160;3000;0;900;1310
0;2;owner;60;26;single;fulltime;35;110;7000;0;535;1710
1;30;owner;60;53;married;freelance;35;201;25000;0;1360;1450
1;20;owner;24;51;married;fulltime;75;130;10000;0;500;1238
1;7;owner;48;29;married;fulltime;35;68;3500;0;500;1700
1;23;other;36;56;separated;freelance;35;157;0;0;1800;2320
1;2;parents;48;25;single;fulltime;35;233;0;0;1000;1090
0;5;parents;24;26;single;fulltime;35;104;0;0;1000;1314
1;18;owner;60;34;married;fulltime;35;168;12000;0;800;1103
1;3;parents;48;48;married;fulltime;35;120;0;0;1300;1470
1;1;owner;60;22;married;fulltime;45;230;2000;288;800;1588
0;1;owner;60;55;married;others;45;136;30000;0;1400;1424
1;28;owner;60;52;married;fulltime;35;185;4000;1000;900;1428
1;7;owner;60;47;married;fulltime;75;155;3000;200;675;975
1;9;rent;60;25;married;fulltime;50;145;0;0;1100;1250
1;1;rent;60;28;married;fulltime;62;169;0;0;1200;2068
0;0;rent;48;52;single;fulltime;49;135;0;0;1000;1200
1;8;rent;60;49;married;fulltime;45;120;3000;0;900;985
1;10;owner;30;37;married;fulltime;60;200;7000;0;750;1923
0;7;parents;36;31;separated;fulltime;35;197;0;0;1200;1200
1;5;owner;48;48;married;fulltime;60;130;5000;0;650;795
1;7;owner;36;25;single;fulltime;35;55;9000;0;1000;1215
1;2;parents;48;29;single;fulltime;35;111;0;0;1000;1854
0;3;rent;48;28;married;fulltime;60;136;3500;2500;1000;1200
1;45;owner;30;64;married;freelance;45;157;20000;0;1000;1588
0;10;owner;60;49;widow;fulltime;35;160;3000;0;1650;1659
1;0;parents;36;22;single;partime;35;81;2500;0;400;775
1;16;owner;60;31;married;fulltime;60;160;12000;0;1850;1862
1;10;owner;24;52;married;fulltime;60;81;5000;0;250;1003
1;17;owner;24;51;married;freelance;35;55;5000;0;800;1630
1;25;owner;60;50;married;fulltime;75;85;8000;0;1500;2075
1;15;owner;48;40;single;fulltime;35;95;7000;4000;800;1086
1;27;owner;12;45;married;fulltime;60;142;5000;0;400;985
1;6;owner;60;63;widow;others;35;54;13000;0;1000;1063
1;1;other;24;20;single;partime;45;48;3000;0;700;980
0;14;owner;36;37;married;fulltime;75;120;13000;3500;1250;1350
1;6;owner;48;53;married;freelance;60;178;15000;0;800;1371
0;8;other;60;28;divorced;fulltime;35;102;0;0;1100;1421
0;5;owner;36;59;married;freelance;35;184;1;0;700;1100
1;8;parents;48;24;single;fulltime;35;96;0;0;1000;1540
1;2;parents;60;26;single;freelance;35;8;0;0;900;984
0;33;rent;60;53;married;fulltime;46;106;0;0;850;1371
1;13;owner;36;40;married;fulltime;45;193;3000;0;700;1000
0;2;owner;36;22;single;freelance;35;62;11000;0;375;450
1;5;parents;60;23;single;fulltime;35;120;0;0;1300;2100
0;11;owner;60;42;married;fulltime;60;80;3600;0;1200;1322
1;8;owner;60;31;married;fulltime;35;98;5000;1000;1400;1720
1;0;parents;60;24;single;fulltime;35;241;0;0;1100;1600
1;2;parents;60;48;married;fulltime;45;106;1500;0;1000;1253
1;8;owner;24;25;married;fulltime;35;160;3000;0;800;1092
1;3;rent;48;28;single;fulltime;51;160;0;0;550;1440
0;6;rent;60;47;married;freelance;45;184;3000;0;1000;1000
1;14;owner;36;40;married;fulltime;45;80;3000;0;900;1263
1;30;owner;48;66;married;freelance;35;178;7000;0;1000;1108
0;0;rent;36;55;married;fulltime;94;193;0;0;600;1100
0;2;parents;60;22;single;fulltime;35;60;0;0;1175;1175
0;1;rent;48;29;widow;others;43;80;0;0;1250;1500
1;13;other;60;37;married;fulltime;60;103;87;0;1300;1966
1;20;owner;60;51;married;fulltime;45;107;2000;0;1000;1536
1;4;rent;36;60;separated;fulltime;46;111;0;0;500;750
1;1;owner;60;60;married;others;45;200;7000;0;1000;1179
1;8;owner;48;34;married;freelance;45;187;8000;3600;600;1699
0;0;owner;60;58;single;others;35;19;1;0;700;1332
0;0;other;48;32;single;partime;35;182;0;0;800;907
1;25;owner;36;46;married;fulltime;90;145;12000;0;1100;2400
0;4;rent;60;23;single;fulltime;45;97;0;0;1250;1635
1;8;other;30;40;married;fulltime;45;148;0;0;850;1370
1;21;owner;36;44;married;fulltime;75;170;4000;0;1200;1650
0;10;owner;48;50;separated;freelance;35;232;80000;0;1800;2038
0;1;rent;36;47;married;freelance;105;101;0;0;500;500
1;5;rent;36;33;married;partime;52;73;0;0;400;750
0;2;other;60;45;married;partime;60;90;0;0;1000;1457
1;12;owner;60;39;single;fulltime;35;125;4000;0;1000;1516
1;2;parents;60;22;single;freelance;35;115;0;0;1250;1263
1;8;owner;60;29;married;fulltime;45;192;6000;2500;1300;1595
1;3;owner;60;32;single;fulltime;35;84;5000;3000;600;999
1;2;parents;60;25;married;freelance;35;150;2000;0;1000;1302
1;2;rent;36;31;married;freelance;46;111;0;0;1000;1800
0;0;rent;48;25;married;partime;49;139;0;0;1450;1701
1;7;rent;60;33;married;fulltime;84;240;0;0;1000;1928
0;2;parents;36;21;single;fulltime;35;50;0;0;500;900
0;0;parents;48;26;married;partime;45;76;0;0;700;2300
1;1;owner;48;48;married;freelance;45;188;14000;0;900;1082
1;30;rent;36;53;married;partime;70;95;0;0;800;800
1;3;owner;48;63;married;others;35;145;4000;0;350;969
1;3;rent;60;36;married;partime;42;72;0;0;850;1263
1;0;parents;36;20;single;partime;35;120;0;0;1100;1100
1;4;parents;48;23;single;fulltime;35;85;0;0;1200;1350
1;10;rent;36;47;married;fulltime;45;60;5000;0;250;1343
1;8;owner;12;32;married;fulltime;45;211;4500;0;800;2014
0;0;owner;48;54;widow;partime;35;67;5000;0;760;860
1;3;owner;60;28;married;partime;35;143;5500;3000;1150;1292
0;1;rent;48;30;single;freelance;35;84;0;0;1300;1500
0;15;owner;24;47;married;freelance;45;134;5000;0;250;500
1;1;owner;60;42;married;fulltime;60;76;5000;0;1000;1299
1;8;owner;60;30;married;fulltime;60;106;7000;4000;700;999
1;20;owner;36;51;married;fulltime;45;90;3500;0;675;775
0;11;rent;60;39;married;fulltime;60;120;3000;1000;1450;1499
0;2;parents;60;35;married;partime;45;85;0;0;1000;1542
0;1;parents;60;22;married;partime;45;183;0;0;1600;1739
0;7;owner;60;25;married;fulltime;35;75;3000;0;1350;1674
1;0;owner;60;50;single;fulltime;35;120;0;0;1400;1430
1;22;owner;48;39;single;fulltime;35;83;2500;0;650;1265
1;1;owner;48;41;married;freelance;60;102;4000;0;1000;1090
0;1;rent;36;37;married;fulltime;97;71;0;0;1300;1700
1;1;parents;60;45;married;fulltime;60;92;6000;0;1220;1466
1;18;rent;60;53;married;fulltime;71;107;4000;0;1300;1450
1;5;rent;36;52;married;freelance;35;164;0;0;850;950
1;8;parents;12;27;single;freelance;35;150;3000;0;275;550
1;0;rent;60;21;single;fulltime;47;120;0;0;1400;1550
0;7;rent;48;30;married;partime;60;112;1500;0;900;1165
1;3;owner;36;42;married;fulltime;60;60;6000;0;1200;1500
1;0;rent;36;34;single;partime;43;78;0;0;1200;1550
1;6;owner;36;36;married;fulltime;60;73;3500;0;475;675
1;7;rent;60;34;married;fulltime;48;130;0;0;1150;1549
1;14;owner;18;29;married;fulltime;35;165;6000;2500;600;1370
1;4;owner;60;39;married;freelance;45;214;7500;0;1300;1508
0;1;parents;60;33;married;freelance;45;93;0;0;1000;1471
0;0;rent;60;33;married;partime;77;166;0;0;850;984
1;21;parents;60;39;married;fulltime;60;210;5000;0;1500;1787
1;12;owner;60;40;married;fulltime;45;110;11500;1750;800;1594
0;0;owner;60;38;married;fulltime;45;87;10000;4500;900;1000
1;10;owner;60;40;married;fulltime;60;194;7000;0;1600;2171
0;10;owner;36;37;separated;fulltime;60;150;30000;3000;1000;1400
1;45;owner;12;60;married;freelance;35;52;19000;0;550;1240
0;0;owner;60;32;married;fulltime;35;75;4500;1000;900;1084
0;0;owner;60;37;married;freelance;90;297;8000;4000;1550;1557
0;2;owner;60;32;married;fulltime;60;182;3000;350;1300;1662
1;22;parents;24;51;married;fulltime;45;201;0;0;800;1385
1;0;owner;60;30;married;fulltime;45;180;5000;0;1600;1924
0;0;parents;36;24;single;partime;35;100;0;0;1000;2000
1;30;rent;60;55;married;fulltime;57;115;10000;0;900;1000
1;13;rent;42;46;married;fulltime;60;75;3000;600;1200;1569
0;3;owner;60;28;married;fulltime;45;210;5000;2700;1100;1516
1;2;parents;24;24;single;fulltime;35;110;0;0;1000;1589
1;5;owner;30;53;single;freelance;35;700;23000;0;1500;2150
0;8;rent;60;30;married;fulltime;85;103;0;0;1090;1090
0;2;parents;48;20;single;fulltime;105;130;2500;0;1750;1998
0;15;owner;60;53;separated;fulltime;35;95;16500;0;1600;1955
0;15;owner;60;37;married;fulltime;75;200;9000;2500;1400;1699
1;9;owner;36;31;married;fulltime;35;161;14000;0;1200;1705
0;0;parents;48;26;single;freelance;35;101;0;0;1500;1703
1;2;owner;48;41;married;fulltime;75;120;7500;4750;900;1411
1;14;rent;48;32;married;fulltime;72;115;0;0;350;410
1;15;owner;60;35;single;fulltime;35;150;5000;2800;1300;1332
1;0;parents;36;37;married;fulltime;45;230;7000;0;2800;4200
1;13;owner;48;27;married;fulltime;45;118;10000;7200;1100;1397
0;1;rent;60;41;married;partime;45;93;3000;0;1900;2230
1;9;owner;48;49;married;fulltime;60;149;12000;0;700;1975
1;16;owner;60;30;married;fulltime;35;95;2000;0;1300;1700
0;1;owner;24;34;married;freelance;60;250;3000;0;1100;1281
0;3;rent;60;30;married;freelance;45;160;0;0;1150;1395
1;12;owner;36;50;married;fulltime;75;190;5000;0;1070;1500
1;0;parents;48;23;single;fulltime;35;56;0;0;325;1202
0;0;parents;48;21;single;partime;35;70;0;0;1200;1600
1;6;rent;36;36;married;fulltime;56;208;0;0;600;1432
1;22;rent;60;48;married;fulltime;66;210;0;0;1200;1233
0;10;other;36;45;married;fulltime;45;102;0;0;535;585
0;10;rent;36;35;single;freelance;40;50;148;1;500;1050
1;10;owner;12;56;widow;others;35;214;53500;0;1150;1300
1;3;parents;60;27;married;fulltime;45;140;5000;0;1400;1721
0;6;other;36;35;married;freelance;35;23;3000;0;250;350
1;14;owner;60;31;married;fulltime;60;110;5500;2500;1000;1314
0;1;rent;60;26;married;partime;48;127;0;0;1250;1655
1;1;parents;24;21;single;fulltime;35;60;0;0;250;450
0;3;parents;60;29;single;freelance;35;114;0;0;1500;2500
1;26;owner;36;46;married;fulltime;45;184;5000;0;1000;1535
1;2;owner;60;60;married;fulltime;35;87;2500;0;1000;1150
1;32;rent;60;47;separated;fulltime;47;120;3000;0;1400;1995
1;7;owner;60;60;married;fulltime;45;145;5000;0;1350;1363
0;11;owner;60;58;married;fulltime;35;81;11000;0;1400;1550
1;15;other;60;50;married;fulltime;35;92;6000;0;900;982
1;2;rent;36;27;single;fulltime;70;97;0;0;500;985
1;22;owner;36;48;married;fulltime;45;150;5000;0;650;750
1;2;rent;36;27;married;fulltime;45;102;0;0;600;650
0;23;owner;60;57;married;fulltime;35;99;2500;0;900;1077
0;1;rent;36;24;married;partime;41;56;0;0;500;585
1;33;other;36;56;married;fulltime;35;80;3500;0;800;981
0;3;parents;60;20;single;fulltime;35;94;0;0;1300;1365
1;0;parents;60;23;single;partime;35;205;0;0;1100;1258
1;26;rent;60;40;married;fulltime;47;118;0;0;1260;1450
0;12;other;60;34;married;fulltime;60;113;1500;0;1050;1087
0;14;rent;36;45;separated;fulltime;35;120;2500;0;1150;1350
1;8;owner;60;41;married;fulltime;60;70;5000;0;900;1300
0;2;other;48;29;single;fulltime;35;105;0;0;1600;2074
0;2;other;60;26;single;partime;35;55;0;0;1500;1543
1;3;rent;60;31;married;freelance;70;102;0;0;1100;1305
1;6;parents;36;23;single;fulltime;35;79;6000;0;550;652
1;2;rent;60;30;married;fulltime;60;152;3500;750;800;865
1;9;rent;60;32;married;fulltime;71;105;0;0;700;1800
0;25;other;48;50;separated;fulltime;35;89;0;0;800;2300
0;5;rent;60;37;married;partime;60;95;2000;0;1065;1165
1;2;rent;60;29;married;fulltime;69;91;0;0;1000;1268
1;20;owner;60;56;married;fulltime;35;96;5000;0;950;1092
1;2;rent;36;19;single;fulltime;48;128;0;0;1400;1650
0;1;rent;60;28;single;fulltime;47;120;0;0;1400;1690
0;2;parents;30;28;single;partime;35;70;0;0;550;875
1;18;rent;60;42;married;fulltime;90;162;2500;400;1550;1615
1;30;other;60;55;married;freelance;45;81;19000;0;900;1560
1;36;owner;60;51;married;fulltime;35;205;4000;0;950;1017
1;20;parents;36;45;married;freelance;60;71;5000;0;1000;1390
1;3;owner;48;28;married;fulltime;35;177;4000;3000;1150;1638
1;2;owner;36;42;married;fulltime;45;92;800;0;1200;2274
0;0;rent;36;41;married;freelance;35;99;0;0;800;1250
0;0;parents;36;28;single;partime;35;67;3500;0;1500;1539
1;1;owner;36;36;married;fulltime;35;100;7000;0;2000;2500
0;1;parents;60;35;single;fulltime;35;75;0;0;1340;1350
1;30;owner;60;55;married;freelance;35;100;70000;0;1175;1574
1;1;owner;12;22;married;fulltime;35;117;4000;0;275;450
1;2;other;48;24;married;fulltime;35;63;4000;0;700;985
1;4;other;60;25;married;fulltime;35;146;0;0;800;1400
1;3;parents;48;26;single;fulltime;35;200;0;0;1400;1500
1;10;owner;60;35;separated;fulltime;35;300;5000;2500;1350;1369
0;4;owner;60;40;married;fulltime;60;231;7000;3000;1100;1291
1;1;rent;60;34;married;fulltime;58;130;0;0;1000;1101
1;12;owner;24;38;married;fulltime;60;114;4000;600;400;1169
1;2;owner;12;30;married;fulltime;35;110;15000;0;700;1355
1;1;owner;48;41;married;fulltime;60;72;7000;0;700;985
0;0;rent;36;38;separated;fulltime;48;125;0;0;500;585
0;5;rent;48;33;married;freelance;60;53;0;0;2000;2652
1;1;rent;60;32;married;partime;75;154;0;0;1500;1517
1;15;owner;60;29;married;fulltime;60;100;12000;0;500;2038
1;22;rent;60;38;married;fulltime;70;100;0;0;500;982
0;0;parents;60;25;single;partime;35;82;0;0;700;1715
1;10;owner;12;42;married;freelance;35;105;4000;0;380;913
1;19;owner;48;52;married;fulltime;60;68;6000;0;850;1393
1;8;owner;24;40;married;freelance;45;107;3500;0;400;475
1;12;owner;36;55;married;fulltime;45;104;5000;0;275;575
0;1;other;36;46;married;fulltime;35;150;0;0;3000;4250
1;15;owner;60;58;married;partime;35;100;12000;0;1300;1380
1;25;other;36;48;married;freelance;60;82;20000;0;1200;1588
1;40;owner;60;54;married;fulltime;45;220;13500;0;1543;1668
1;25;owner;60;53;married;fulltime;35;116;3000;42;1450;1524
1;24;owner;36;61;married;fulltime;35;230;10000;0;600;1350
0;3;owner;48;21;single;fulltime;35;466;6000;0;2700;3100
1;5;rent;36;32;married;fulltime;61;159;0;0;800;890
0;3;parents;48;24;married;fulltime;45;58;0;0;1000;1650
1;4;rent;60;25;married;fulltime;51;163;0;0;1000;1197
0;8;parents;60;38;married;freelance;60;225;0;0;1300;1480
1;5;owner;36;34;married;fulltime;45;137;20000;0;3000;5000
1;3;other;48;39;married;freelance;60;50;5000;0;900;1177
1;12;owner;60;45;married;fulltime;75;131;5000;0;1150;1452
1;12;owner;36;43;married;fulltime;45;70;5000;0;700;1487
0;3;rent;60;36;married;freelance;60;204;3000;120;1600;1689
1;2;rent;48;34;separated;fulltime;44;90;7000;0;600;1063
1;12;rent;48;51;married;fulltime;45;110;3000;800;1100;1300
1;20;owner;6;40;married;freelance;60;300;60000;0;600;1904
1;18;owner;36;38;married;fulltime;60;104;6000;0;750;1367
1;3;parents;36;29;single;fulltime;35;108;0;0;1000;1245
0;5;owner;60;49;married;fulltime;75;148;3000;200;1500;1657
1;3;owner;48;33;married;fulltime;45;208;10000;4800;900;1232
0;0;other;36;21;single;partime;35;48;0;0;400;650
1;23;owner;36;45;married;fulltime;45;230;7500;0;1350;1520
1;12;other;36;33;married;fulltime;45;267;0;0;1000;1696
1;2;parents;48;22;single;fulltime;35;187;15000;0;1100;1170
1;20;owner;48;52;married;fulltime;60;170;9000;0;1900;2320
1;7;owner;60;28;married;fulltime;45;88;30000;0;2500;3415
0;0;parents;36;31;single;partime;35;71;0;0;1000;1454
1;3;owner;48;26;married;fulltime;35;92;5000;0;600;1550
0;0;owner;60;34;married;others;45;95;10000;360;1350;1766
0;2;rent;48;20;single;fulltime;48;125;0;0;1150;1234
0;6;rent;36;36;married;fulltime;74;138;0;0;1350;1750
0;3;owner;60;35;married;fulltime;60;143;7000;0;2100;3038
